A;MS; RS;ACCIM;ACCIT;INCIP;ENFERO;TNS
2022;FEBRERO;22;0;2;1;0;3
2022;FEBRERO;23;1;1;0;0;2
2022;FEBRERO;24;0;2;1;0;3
2022;FEBRERO;25;0;2;0;0;2
2022;FEBRERO;26;0;1;0;0;1
2022;MARZO;1;0;0;0;0;0
2022;MARZO;2;0;50;5;0;55
2022;MARZO;3;0;1;0;0;1
2022;MARZO;4;0;199;4;1;204
2022;MARZO;5;1;1;1;0;3
2022;MARZO;6;0;2;1;0;3
2022;MARZO;7;0;475;5;0;480
2022;MARZO;8;1;4;7;0;12
2022;MARZO;9;0;1;0;0;1
2022;MARZO;10;0;0;1;0;1
2022;MARZO;11;0;4;1;0;5
2022;MARZO;12;0;4;0;0;4
2022;MARZO;13;1;4;2;0;7
2022;MARZO;14;1;6;0;0;7
2022;MARZO;15;5;2,337;30;4;2376
2022;MARZO;16;0;10;0;0;10
2022;MARZO;17;0;0;0;0;0
2022;MARZO;18;0;0;0;0;0
2022;MARZO;19;1;2;2;0;5
2022;MARZO;20;1;25;2;0;28
2022;MARZO;21;0;51;0;0;51
2022;MARZO;22;2;9;1;0;12
2022;MARZO;23;0;0;1;0;1
2022;MARZO;24;0;2;2;0;4
2022;MARZO;25;1;2;0;0;3
2022;MARZO;26;0;0;0;0;0
2022;ABRIL;1;0;1;0;0;1
2022;ABRIL;2;1;40;4;0;45
2022;ABRIL;3;0;0;0;0;0
2022;ABRIL;4;0;196;4;0;200
2022;ABRIL;5;0;0;0;0;0
2022;ABRIL;6;0;15;0;0;15
2022;ABRIL;7;2;277;2;0;281
2022;ABRIL;8;0;6;0;0;6
2022;ABRIL;9;0;6;0;1;7
2022;ABRIL;10;0;0;0;0;0
2022;ABRIL;11;0;6;0;0;6
2022;ABRIL;12;0;4;0;0;4
2022;ABRIL;13;1;9;1;0;11
2022;ABRIL;14;0;2;1;0;3
2022;ABRIL;15;6;2,126;13;4;2149
2022;ABRIL;16;3;8;1;0;12
2022;ABRIL;17;0;2;0;0;2
2022;ABRIL;18;0;0;0;0;0
2022;ABRIL;19;0;8;2;0;10
2022;ABRIL;20;0;6;0;1;7
2022;ABRIL;21;1;19;0;0;20
2022;ABRIL;22;0;4;0;0;4
2022;ABRIL;23;1;0;0;0;1
2022;ABRIL;24;0;30;1;0;31
2022;ABRIL;25;1;0;0;0;1
2022;ABRIL;26;0;0;1;0;1
2022;MAYO;1;0;1;0;0;1
2022;MAYO;2;0;38;5;0;43
2022;MAYO;3;0;0;1;0;1
2022;MAYO;4;0;239;5;1;245
2022;MAYO;5;0;6;0;0;6
2022;MAYO;6;0;8;0;0;8
2022;MAYO;7;1;271;1;0;273
2022;MAYO;8;0;9;2;0;11
2022;MAYO;9;0;5;0;0;5
2022;MAYO;10;0;0;0;0;0
2022;MAYO;11;1;19;3;0;23
2022;MAYO;12;1;2;0;0;3
2022;MAYO;13;1;28;2;0;31
2022;MAYO;14;0;0;0;0;0
2022;MAYO;15;4;2,345;17;4;2370
2022;MAYO;16;1;11;1;0;13
2022;MAYO;17;1;0;0;0;1
2022;MAYO;18;0;0;0;0;0
2022;MAYO;19;0;3;0;0;3
2022;MAYO;20;0;10;0;0;10
2022;MAYO;21;0;31;0;0;31
2022;MAYO;22;0;4;0;0;4
2022;MAYO;23;1;0;0;0;1
2022;MAYO;24;0;9;3;0;12
2022;MAYO;25;0;1;0;0;1
2022;MAYO;26;0;0;2;0;2
2022;JUNIO;1;0;0;0;0;0
2022;JUNIO;2;0;1;3;0;4
2022;JUNIO;3;1;3;2;0;6
2022;JUNIO;4;1;79;4;0;84
2022;JUNIO;5;1;2;0;0;3
2022;JUNIO;6;6;17;0;0;23
2022;JUNIO;7;1;99;0;0;100
2022;JUNIO;8;0;13;4;0;17
2022;JUNIO;9;0;3;1;0;4
2022;JUNIO;10;0;1;3;0;4
2022;JUNIO;11;3;33;2;1;39
2022;JUNIO;12;0;13;4;0;17
2022;JUNIO;13;1;8;1;0;10
2022;JUNIO;14;0;33;0;0;33
2022;JUNIO;16;50;1,011;24;22;1107
2022;JUNIO;17;1;0;0;0;1
2022;JUNIO;18;0;0;0;0;0
2022;JUNIO;19;0;45;0;0;45
2022;JUNIO;20;0;14;2;0;16
2022;JUNIO;21;2;24;1;0;27
2022;JUNIO;22;0;0;0;0;0
2022;JUNIO;23;1;0;1;0;2
2022;JUNIO;24;0;16;3;0;19
2022;JUNIO;25;0;0;0;0;0
2022;JUNIO;26;0;0;0;0;0
2022;JULIO;1;0;1;0;0;1
2022;JULIO;2;0;2;3;0;5
2022;JULIO;3;0;0;0;0;0
2022;JULIO;4;29;170;2;1;202
2022;JULIO;5;0;3;0;0;3
2022;JULIO;6;0;14;0;0;14
2022;JULIO;7;4;153;2;0;159
2022;JULIO;8;1;14;3;0;18
2022;JULIO;9;0;9;0;0;9
2022;JULIO;10;0;1;1;0;2
2022;JULIO;11;1;49;0;0;50
2022;JULIO;12;0;6;1;0;7
2022;JULIO;13;1;13;2;0;16
2022;JULIO;14;0;1;0;0;1
2022;JULIO;16;19;1,706;18;26;1769
2022;JULIO;17;0;1;0;0;1
2022;JULIO;18;0;0;0;0;0
2022;JULIO;19;0;47;0;20;67
2022;JULIO;20;0;8;0;0;8
2022;JULIO;21;1;13;1;1;16
2022;JULIO;22;0;1;0;0;1
2022;JULIO;23;0;1;1;0;2
2022;JULIO;24;0;29;2;0;31
2022;JULIO;25;0;0;0;0;0
2022;JULIO;26;0;1;0;0;1
2022;AGOSTO;1;0;0;0;0;0
2022;AGOSTO;2;2;83;10;0;95
2022;AGOSTO;3;1;1;0;0;2
2022;AGOSTO;4;1;242;3;0;246
2022;AGOSTO;5;1;3;1;0;5
2022;AGOSTO;6;0;19;0;0;19
2022;AGOSTO;7;0;335;2;0;337
2022;AGOSTO;8;3;21;8;0;32
2022;AGOSTO;9;0;16;0;0;16
2022;AGOSTO;10;0;0;4;0;4
2022;AGOSTO;11;2;13;0;0;15
2022;AGOSTO;12;0;34;2;0;36
2022;AGOSTO;13;4;23;6;0;33
2022;AGOSTO;14;1;1;0;0;2
2022;AGOSTO;16;20;1,854;22;4;1900
2022;AGOSTO;18;0;0;0;0;0
2022;AGOSTO;19;0;6;0;14;20
2022;AGOSTO;20;0;68;0;0;68
2022;AGOSTO;21;0;29;1;0;30
2022;AGOSTO;22;2;0;1;0;3
2022;AGOSTO;23;1;3;0;0;4
2022;AGOSTO;24;1;24;2;0;27
2022;AGOSTO;25;0;0;0;0;0
2022;AGOSTO;26;0;0;0;0;0
2022;SETIEMBRE;1;0;1;0;0;1
2022;SETIEMBRE;2;1;14;5;0;20
2022;SETIEMBRE;3;0;2;0;0;2
2022;SETIEMBRE;4;20;231;3;0;254
2022;SETIEMBRE;5;1;5;0;0;6
2022;SETIEMBRE;6;0;16;0;0;16
2022;SETIEMBRE;7;5;294;6;0;305
2022;SETIEMBRE;8;1;58;27;0;86
2022;SETIEMBRE;9;0;12;0;0;12
2022;SETIEMBRE;10;1;2;0;0;3
2022;SETIEMBRE;11;1;36;2;0;39
2022;SETIEMBRE;12;1;27;0;0;28
2022;SETIEMBRE;13;1;16;5;0;22
2022;SETIEMBRE;14;1;2;1;0;4
2022;SETIEMBRE;16;38;2,739;19;2;2798
2022;SETIEMBRE;18;0;0;0;0;0
2022;SETIEMBRE;19;0;87;1;15;103
2022;SETIEMBRE;20;0;8;0;0;8
2022;SETIEMBRE;21;1;23;1;0;25
2022;SETIEMBRE;22;1;0;2;0;3
2022;SETIEMBRE;23;0;0;0;0;0
2022;SETIEMBRE;24;0;16;6;0;22
2022;SETIEMBRE;25;0;5;0;0;5
2022;SETIEMBRE;26;0;0;0;0;0
2022;OCTUBRE;1;0;1;0;0;1
2022;OCTUBRE;2;2;26;0;0;28
2022;OCTUBRE;3;1;11;0;0;12
2022;OCTUBRE;4;15;234;3;1;253
2022;OCTUBRE;5;0;5;0;0;5
2022;OCTUBRE;6;0;9;0;0;9
2022;OCTUBRE;7;3;281;2;0;286
2022;OCTUBRE;8;0;29;18;0;47
2022;OCTUBRE;9;0;5;0;0;5
2022;OCTUBRE;10;0;3;0;0;3
2022;OCTUBRE;11;0;12;0;0;12
2022;OCTUBRE;12;0;6;0;0;6
2022;OCTUBRE;13;4;32;2;0;38
2022;OCTUBRE;14;2;11;0;0;13
2022;OCTUBRE;16;13;2,264;19;2;2298
2022;OCTUBRE;17;0;1;0;0;1
2022;OCTUBRE;18;2;0;0;0;2
2022;OCTUBRE;19;0;24;0;32;56
2022;OCTUBRE;20;0;66;0;0;66
2022;OCTUBRE;21;1;58;0;0;59
2022;OCTUBRE;22;0;2;1;0;3
2022;OCTUBRE;23;0;0;0;0;0
2022;OCTUBRE;24;0;17;0;0;17
2022;OCTUBRE;25;0;6;0;0;6
2022;OCTUBRE;26;0;0;1;0;1
2022;NOVIEMBRE;16;5;2,097;29;15;2146
2022;NOVIEMBRE;4;15;283;5;0;303
2022;NOVIEMBRE;2;1;165;0;0;166
2022;NOVIEMBRE;7;3;154;2;0;159
2022;NOVIEMBRE;14;1;119;0;0;120
2022;NOVIEMBRE;13;1;59;2;0;62
2022;NOVIEMBRE;11;0;34;0;0;34
2022;NOVIEMBRE;8;1;29;9;0;39
2022;NOVIEMBRE;24;0;24;4;0;28
2022;NOVIEMBRE;12;3;19;0;0;22
2022;NOVIEMBRE;10;0;17;1;0;18
2022;NOVIEMBRE;6;0;15;0;0;15
2022;NOVIEMBRE;20;1;15;0;0;16
2022;NOVIEMBRE;21;0;11;1;0;12
2022;NOVIEMBRE;9;0;7;0;0;7
2022;NOVIEMBRE;19;0;7;0;238;245
2022;NOVIEMBRE;5;0;4;0;0;4
2022;NOVIEMBRE;22;1;2;1;0;4
2022;NOVIEMBRE;23;0;2;0;0;2
2022;NOVIEMBRE;3;1;1;0;0;2
2022;NOVIEMBRE;26;0;1;0;0;1
2022;NOVIEMBRE;1;0;0;0;0;0
2022;NOVIEMBRE;17;0;0;0;0;0
2022;NOVIEMBRE;18;0;0;0;0;0
2022;NOVIEMBRE;25;0;0;0;0;0
2022;DICIEMBRE;16;5;1,621;13;1;1640
2022;DICIEMBRE;4;0;250;2;0;252
2022;DICIEMBRE;7;0;177;1;0;178
2022;DICIEMBRE;2;1;91;6;0;98
2022;DICIEMBRE;14;2;47;0;0;49
2022;DICIEMBRE;19;1;44;0;0;45
2022;DICIEMBRE;20;0;34;2;0;36
2022;DICIEMBRE;11;1;24;1;0;26
2022;DICIEMBRE;12;2;20;0;0;22
2022;DICIEMBRE;8;2;14;3;0;19
2022;DICIEMBRE;13;4;14;5;0;23
2022;DICIEMBRE;6;0;9;0;0;9
2022;DICIEMBRE;9;0;8;0;0;8
2022;DICIEMBRE;24;1;8;0;0;9
2022;DICIEMBRE;21;2;7;3;0;12
2022;DICIEMBRE;3;0;4;1;0;5
2022;DICIEMBRE;10;1;4;1;0;6
2022;DICIEMBRE;5;1;2;0;0;3
2022;DICIEMBRE;25;1;2;2;0;5
2022;DICIEMBRE;22;0;1;0;0;1
2022;DICIEMBRE;18;0;0;2;0;2
2022;DICIEMBRE;23;0;0;2;0;2
2022;DICIEMBRE;1;1;1;0;0;2
2022;DICIEMBRE;26;0;1;0;0;1
2023;ENERO;1;0;0;0;0;0
2023;ENERO;2;0;112;4;0;116
2023;ENERO;3;0;1;0;0;1
2023;ENERO;4;0;297;1;0;298
2023;ENERO;5;0;4;0;0;4
2023;ENERO;6;3;18;0;0;21
2023;ENERO;7;1;246;1;0;248
2023;ENERO;8;1;18;0;0;19
2023;ENERO;9;0;4;0;0;4
2023;ENERO;10;0;4;0;0;4
2023;ENERO;11;0;22;3;0;25
2023;ENERO;12;0;14;0;0;14
2023;ENERO;13;1;22;2;0;25
2023;ENERO;14;1;46;1;0;48
2023;ENERO;16;25;2,351;16;8;2400
2023;ENERO;17;0;1;2;0;3
2023;ENERO;18;0;0;0;0;0
2023;ENERO;19;1;6;0;1;8
2023;ENERO;20;0;29;1;0;30
2023;ENERO;21;0;121;0;0;121
2023;ENERO;22;1;1;0;0;2
2023;ENERO;23;1;0;0;0;1
2023;ENERO;24;0;9;0;0;9
2023;ENERO;25;0;4;0;0;4
2023;ENERO;26;0;1;0;0;1
2023;FEBRERO;1;0;1;0;0;1
2023;FEBRERO;2;4;114;7;0;125
2023;FEBRERO;3;0;0;0;0;0
2023;FEBRERO;4;0;222;1;1;224
2023;FEBRERO;5;1;1;0;0;2
2023;FEBRERO;6;0;10;1;0;11
2023;FEBRERO;7;1;222;6;0;229
2023;FEBRERO;8;0;9;2;1;12
2023;FEBRERO;9;0;4;0;0;4
2023;FEBRERO;10;1;48;1;0;50
2023;FEBRERO;11;0;14;3;0;17
2023;FEBRERO;12;0;12;0;0;12
2023;FEBRERO;13;2;38;4;0;44
2023;FEBRERO;14;2;36;0;0;38
2023;FEBRERO;16;11;2,006;19;3;2039
2023;FEBRERO;17;0;2;1;0;3
2023;FEBRERO;18;0;1;1;0;2
2023;FEBRERO;19;0;36;1;2;39
2023;FEBRERO;20;0;21;2;0;23
2023;FEBRERO;21;1;130;1;0;132
2023;FEBRERO;22;0;7;0;0;7
2023;FEBRERO;23;1;5;1;0;7
2023;FEBRERO;24;0;13;0;0;13
2023;FEBRERO;25;1;10;0;0;11
2023;FEBRERO;26;0;1;0;0;1
2023;MARZO;2;3;134;4;0;141
2023;MARZO;3;0;3;0;0;3
2023;MARZO;4;2;210;2;0;214
2023;MARZO;5;0;2;1;0;3
2023;MARZO;6;0;95;0;0;95
2023;MARZO;7;2;288;5;0;295
2023;MARZO;8;2;14;3;0;19
2023;MARZO;9;1;3;;0;4
2023;MARZO;10;0;25;1;0;26
2023;MARZO;11;0;16;0;0;16
2023;MARZO;12;0;14;2;0;16
2023;MARZO;13;3;7;11;0;21
2023;MARZO;14;0;12;2;0;14
2023;MARZO;16;19;2,031;9;17;2076
2023;MARZO;17;0;17;1;0;18
2023;MARZO;19;0;26;2;2;30
2023;MARZO;20;0;13;1;0;14
2023;MARZO;21;0;41;2;0;43
2023;MARZO;22;0;1;0;0;1
2023;MARZO;23;0;1;0;0;1
2023;MARZO;24;0;10;1;0;11
2023;MARZO;25;0;4;0;0;4
2023;ABRIL;2;1;59;2;0;62
2023;ABRIL;3;0;10;0;0;10
2023;ABRIL;4;1;180;4;0;185
2023;ABRIL;5;0;4;1;0;5
2023;ABRIL;6;0;14;0;0;14
2023;ABRIL;7;2;164;3;0;169
2023;ABRIL;8;2;18;2;0;22
2023;ABRIL;9;0;9;0;0;9
2023;ABRIL;10;1;0;1;0;2
2023;ABRIL;11;0;13;1;0;14
2023;ABRIL;12;0;20;0;0;20
2023;ABRIL;13;5;12;1;0;18
2023;ABRIL;14;3;22;0;0;25
2023;ABRIL;16;15;1,751;13;1;1780
2023;ABRIL;17;1;9;1;0;11
2023;ABRIL;19;1;6;0;0;7
2023;ABRIL;20;0;32;0;0;32
2023;ABRIL;21;0;43;0;1;44
2023;ABRIL;22;0;0;1;0;1
2023;ABRIL;24;0;20;0;0;20
2023;ABRIL;25;0;3;0;0;3
2023;ABRIL;26;2;1;0;0;3
2023;MAYO;1;2;0;0;0;2
2023;MAYO;12;0;106;1;0;107
2023;MAYO;3;0;1;0;0;1
2023;MAYO;4;28;168;1;1;198
2023;MAYO;5;0;5;0;0;5
2023;MAYO;6;0;6;0;0;6
2023;MAYO;7;0;171;3;0;174
2023;MAYO;8;0;26;2;0;28
2023;MAYO;9;0;9;0;0;9
2023;MAYO;10;1;6;3;0;10
2023;MAYO;11;0;14;1;0;15
2023;MAYO;12;0;33;2;0;35
2023;MAYO;13;1;20;4;0;25
2023;MAYO;14;0;1;0;0;1
2023;MAYO;16;7;1,726;20;9;1762
2023;MAYO;17;0;9;3;0;12
2023;MAYO;18;0;0;1;0;1
2023;MAYO;19;0;65;0;0;65
2023;MAYO;20;0;23;1;0;24
2023;MAYO;21;1;23;0;0;24
2023;MAYO;22;0;4;0;0;4
2023;MAYO;24;0;16;1;0;17
2023;MAYO;25;1;3;0;0;4
2023;JUNIO;1;0;1;0;0;1
2023;JUNIO;2;3;72;6;0;81
2023;JUNIO;3;0;2;0;0;2
2023;JUNIO;4;2;121;2;0;125
2023;JUNIO;5;1;3;0;0;4
2023;JUNIO;6;0;13;0;0;13
2023;JUNIO;7;2;341;3;0;346
2023;JUNIO;8;0;10;3;0;13
2023;JUNIO;9;0;10;1;0;11
2023;JUNIO;10;0;3;1;0;4
2023;JUNIO;11;0;18;1;0;19
2023;JUNIO;12;2;63;2;0;67
2023;JUNIO;13;5;10;10;0;25
2023;JUNIO;14;0;6;0;0;6
2023;JUNIO;16;15;2,293;22;28;2358
2023;JUNIO;17;0;5;0;1;6
2023;JUNIO;19;0;28;0;0;28
2023;JUNIO;20;2;43;3;0;48
2023;JUNIO;21;1;36;0;1;38
2023;JUNIO;22;1;1;0;0;2
2023;JUNIO;23;0;0;1;0;1
2023;JUNIO;24;0;23;1;0;24
2023;JUNIO;25;0;5;0;0;5
2023;JUNIO;26;0;1;0;0;1
2023;JULIO;2;1;138;2;0;141
2023;JULIO;3;0;5;0;0;5
2023;JULIO;4;1;316;4;0;321
2023;JULIO;5;0;6;0;0;6
2023;JULIO;6;0;25;2;0;27
2023;JULIO;7;1;503;16;0;520
2023;JULIO;8;3;16;4;0;23
2023;JULIO;9;3;7;0;0;10
2023;JULIO;10;0;6;2;0;8
2023;JULIO;11;1;51;2;0;54
2023;JULIO;12;4;30;0;0;34
2023;JULIO;13;3;25;10;0;38
2023;JULIO;14;1;289;0;0;290
2023;JULIO;16;3;4,318;26;27;4374
2023;JULIO;17;0;31;0;0;31
2023;JULIO;18;1;0;0;0;1
2023;JULIO;19;0;26;2;18;46
2023;JULIO;20;0;45;0;0;45
2023;JULIO;21;0;35;2;0;37
2023;JULIO;22;2;0;0;0;2
2023;JULIO;24;0;43;4;0;47
2023;JULIO;25;0;2;0;0;2
2023;AGOSTO;1;1;0;0;0;1
2023;AGOSTO;2;5;80;2;0;87
2023;AGOSTO;3;0;7;0;0;7
2023;AGOSTO;4;4;330;2;0;336
2023;AGOSTO;5;0;5;1;0;6
2023;AGOSTO;6;1;24;2;0;27
2023;AGOSTO;7;2;256;4;0;262
2023;AGOSTO;8;1;15;0;0;16
2023;AGOSTO;9;0;17;0;0;17
2023;AGOSTO;10;0;1;1;0;2
2023;AGOSTO;11;1;20;2;0;23
2023;AGOSTO;12;3;21;3;0;27
2023;AGOSTO;13;1;17;4;0;22
2023;AGOSTO;14;2;41;0;0;43
2023;AGOSTO;16;8;2,006;17;10;2041
2023;AGOSTO;17;0;39;0;0;39
2023;AGOSTO;19;1;31;0;0;32
2023;AGOSTO;20;0;27;2;0;29
2023;AGOSTO;21;2;6;1;0;9
2023;AGOSTO;22;0;10;0;0;10
2023;AGOSTO;23;1;0;1;0;2
2023;AGOSTO;24;0;16;3;0;19
2023;AGOSTO;25;0;6;0;0;6
2023;AGOSTO;26;0;2;0;0;2
2023;SETIEMBRE;2;1;92;5;0;98
2023;SETIEMBRE;3;0;20;0;0;20
2023;SETIEMBRE;4;3;240;3;0;246
2023;SETIEMBRE;5;0;5;0;0;5
2023;SETIEMBRE;6;0;15;0;0;15
2023;SETIEMBRE;7;1;246;2;0;249
2023;SETIEMBRE;8;1;17;1;0;19
2023;SETIEMBRE;9;0;21;1;0;22
2023;SETIEMBRE;10;0;40;3;0;43
2023;SETIEMBRE;11;0;13;2;0;15
2023;SETIEMBRE;12;2;39;2;0;43
2023;SETIEMBRE;13;0;17;3;0;20
2023;SETIEMBRE;14;0;50;0;0;50
2023;SETIEMBRE;16;16;1,931;16;20;1983
2023;SETIEMBRE;17;4;57;2;0;63
2023;SETIEMBRE;18;0;0;1;0;1
2023;SETIEMBRE;19;0;17;0;24;41
2023;SETIEMBRE;20;1;41;0;0;42
2023;SETIEMBRE;21;2;9;0;0;11
2023;SETIEMBRE;22;0;22;1;0;23
2023;SETIEMBRE;24;0;25;1;0;26
2023;SETIEMBRE;25;0;6;0;0;6
2023;SETIEMBRE;26;0;41;1;0;42
2023;OCTUBRE;2;3;166;4;0;173
2023;OCTUBRE;3;1;9;1;0;11
2023;OCTUBRE;4;3;276;6;0;285
2023;OCTUBRE;5;0;2;0;0;2
2023;OCTUBRE;6;2;8;1;0;11
2023;OCTUBRE;7;0;244;3;0;247
2023;OCTUBRE;8;1;14;4;0;19
2023;OCTUBRE;9;0;17;1;0;18
2023;OCTUBRE;10;0;19;1;0;20
2023;OCTUBRE;11;0;31;1;0;32
2023;OCTUBRE;12;0;27;1;0;28
2023;OCTUBRE;13;0;15;0;0;15
2023;OCTUBRE;14;0;42;2;0;44
2023;OCTUBRE;16;6;2,202;23;19;2250
2023;OCTUBRE;17;0;22;0;9;31
2023;OCTUBRE;19;1;44;4;0;49
2023;OCTUBRE;20;0;37;0;0;37
2023;OCTUBRE;21;1;28;2;0;31
2023;OCTUBRE;22;0;9;0;0;9
2023;OCTUBRE;24;0;16;3;0;19
2023;OCTUBRE;25;0;3;0;0;3
2023;OCTUBRE;26;0;14;0;0;14
2023;NOVIEMBRE;2;1;94;6;0;101
2023;NOVIEMBRE;3;0;5;1;0;6
2023;NOVIEMBRE;4;8;225;0;0;233
2023;NOVIEMBRE;6;1;9;1;0;11
2023;NOVIEMBRE;7;1;259;3;0;263
2023;NOVIEMBRE;8;0;37;4;0;41
2023;NOVIEMBRE;9;0;8;0;0;8
2023;NOVIEMBRE;10;0;2;3;0;5
2023;NOVIEMBRE;11;0;17;1;0;18
2023;NOVIEMBRE;12;1;50;1;0;52
2023;NOVIEMBRE;13;0;19;3;0;22
2023;NOVIEMBRE;14;1;47;0;1;49
2023;NOVIEMBRE;16;25;2,376;19;6;2426
2023;NOVIEMBRE;17;1;39;0;0;40
2023;NOVIEMBRE;19;0;22;2;3;27
2023;NOVIEMBRE;20;0;21;0;0;21
2023;NOVIEMBRE;21;0;21;2;0;23
2023;NOVIEMBRE;22;0;6;1;0;7
2023;NOVIEMBRE;23;0;0;1;0;1
2023;NOVIEMBRE;24;2;24;2;0;28
2023;NOVIEMBRE;25;0;2;0;0;2
2023;NOVIEMBRE;26;0;5;0;0;5
2023;DICIEMBRE;1;0;1;0;0;1
2023;DICIEMBRE;2;3;72;2;0;77
2023;DICIEMBRE;3;0;15;0;0;15
2023;DICIEMBRE;4;15;178;2;0;195
2023;DICIEMBRE;5;1;2;0;0;3
2023;DICIEMBRE;6;0;12;0;0;12
2023;DICIEMBRE;7;1;163;5;0;169
2023;DICIEMBRE;8;1;12;1;0;14
2023;DICIEMBRE;9;1;3;0;0;4
2023;DICIEMBRE;11;1;37;2;0;40
2023;DICIEMBRE;12;2;21;0;0;23
2023;DICIEMBRE;13;8;19;5;0;32
2023;DICIEMBRE;14;0;117;0;0;117
2023;DICIEMBRE;16;25;1844;11;16;1896
2023;DICIEMBRE;17;1;23;0;0;24
2023;DICIEMBRE;19;0;53;0;2;55
2023;DICIEMBRE;20;0;35;1;0;36
2023;DICIEMBRE;21;0;2;1;0;3
2023;DICIEMBRE;22;1;7;1;0;9
2023;DICIEMBRE;24;0;5;1;0;6
2023;DICIEMBRE;25;0;2;0;0;2
2023;DICIEMBRE;26;0;11;0;0;11
